basisOfRecord;DNAmarkID;InstitutionID;DanishName;EnglishName;ScientificName;VoucherConditionBeforeSampling;SampleType;InstitutionVoucher;CollectingYear;CollectingMonth;CollectingDay;CollectedBy;Country;countryCode;Locality;GeographicalExact;decimalLatitude (UTM: N);decimalLongitude (UTM: E);geodeticDatum;IdentifiedBy_Validator;GBIF_scientificName;key_GBIF;kingdom;phylum;class;order;family;genus;species;subspecies_variant;GenBankAccession;Fastafile_name
PreservedSpecimen;DM1118;M11587;Mårhund;Raccoon dog;Nyctereutes procyonoides;Ethanol;Muscle;Natural History Museum of Denmark;2018;6;23;Jens Henrik Jacobsesn;Denmark;DK;Tørring, 7620 Lemvig;Area, Coordinate from google maps;56.56694;8.262867;0;0;Nyctereutes procyonoides (Gray, 1834);2434552;Animalia;Chordata;Mammalia;Carnivora;Canidae;Nyctereutes;Nyctereutes procyonoides;0;#N/A;Nyctereutes_procyonoides_DM1118.fasta
PreservedSpecimen;DM1119;M7176;Vaskebjørn;Racoon;Procyon lotor;Ethanol;Muscle;Natural History Museum of Denmark;2001;5;3;0;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Procyon lotor (Linnaeus, 1758);5218786;Animalia;Chordata;Mammalia;Carnivora;Procyonidae;Procyon;Procyon lotor;0;MT410951;Procyon_lotor_DM1119.fasta
PreservedSpecimen;DM1120;M5063;Sydflagermus;Common serotine;Eptesicus serotinus;Ethanol;Muscle;Natural History Museum of Denmark;2003;8;19;0;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Eptesicus serotinus (Schreber, 1774);2432359;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Eptesicus;Eptesicus serotinus;0;MT584130;Eptesicus_serotinus_DM1120.fasta
PreservedSpecimen;DM1121;M16157;Skovmus;European woodmouse;Apodemus sylvaticus;Ethanol;Muscle;Natural History Museum of Denmark;2002;3;14;0;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Apodemus sylvaticus (Linnaeus, 1758);2437760;Animalia;Chordata;Mammalia;Rodentia;Muridae;Apodemus;Apodemus sylvaticus;0;MT410952;Apodemus_sylvaticus_DM1121.fasta
PreservedSpecimen;DM1122;MK786;Vildsvin;Pig;Sus scrofa;Ethanol;Muscle;Natural History Museum of Denmark;2010;12;10;0;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Sus scrofa Linnaeus, 1758;7705930;Animalia;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa;0;MT483613;Sus_scrofa_DM1122.fasta
PreservedSpecimen;DM1123;M17447;Europæisk hare;European hare;Lepus europaeus;Ethanol;Muscle;Natural History Museum of Denmark;2006;2;1;0;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Lepus europaeus Pallas, 1778;7952072;Animalia;Chordata;Mammalia;Lagomorpha;Leporidae;Lepus;Lepus europaeus;0;MT483614;Lepus_europaeus_DM1123.fasta
PreservedSpecimen;DM1124;M8409;Ulv;Gray wolf;Canis lupus;DMSO;Muscle;Natural History Museum of Denmark;2006;6;22;0;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Canis lupus Linnaeus, 1758;5219173;Animalia;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis lupus;0;#N/A;Canis_lupus_DM1124.fasta
PreservedSpecimen;DM1125;M5147;Skægflagermus;Whiskered bat;Myotis mystacinus;Ethanol;Muscle;Natural History Museum of Denmark;2004;11;29;0;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Myotis mystacinus (Kuhl, 1817);9754263;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis;Myotis mystacinus;0;#N/A;Myotis_mystacinus_DM1125.fasta
PreservedSpecimen;DM1126;M8495;Amerikansk mink;American mink;Neovison vison;Ethanol;Muscle;Natural History Museum of Denmark;2010;1;4;0;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Neovison vison (Schreber, 1777);2433652;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Neovison;Neovison vison;0;MT410953;Neovison_vison_DM1126.fasta
PreservedSpecimen;DM1127;M7499;Brud;Least weasel;Mustela nivalis;Ethanol;Muscle;Natural History Museum of Denmark;2017;8;1;0;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Mustela nivalis Linnaeus, 1766;5218987;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Mustela;Mustela nivalis;0;MT410954;Mustela_nivalis_DM1127.fasta
PreservedSpecimen;DM1128;M7567;Lækat;Ermine;Mustela erminea;Ethanol;Muscle;Natural History Museum of Denmark;2017;8;1;0;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Mustela erminea Linnaeus, 1758;5219019;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Mustela;Mustela erminea;0;MT584107;Mustela_erminea_DM1128.fasta
PreservedSpecimen;DM1129;MCE1286;Marsvin;Harbour porpoise;Phocoena phocoena;Ethanol;Muscle;Natural History Museum of Denmark;.;.;.;0;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Phocoena phocoena (Linnaeus, 1758);2440669;Animalia;Chordata;Mammalia;Cetacea;Phocoenidae;Phocoena;Phocoena phocoena;0;#N/A;Phocoena_phocoena_DM1129.fasta
PreservedSpecimen;DM1130;M1265;Klapmyds;Hooded seal ;Cystophora cristata;Ethanol;Muscle;Natural History Museum of Denmark;2003;12;17;0;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Cystophora cristata (Erxleben, 1777);5219378;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Cystophora;Cystophora cristata;0;#N/A;Cystophora_cristata_DM1130.fasta
PreservedSpecimen;DM1131;MCE1246;Brydeshval;Bryde's whale;Balaenoptera brydei;Ethanol;Muscle;Natural History Museum of Denmark;.;9;1;0;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Balaenoptera brydei Olsen, 1913;2440715;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;Balaenoptera brydei;0;#N/A;Balaenoptera_brydei_DM1131.fasta
PreservedSpecimen;DM1132;M1487;Grønlandssæl;Harp seal;Phoca groenlandica;Ethanol;Muscle;Natural History Museum of Denmark;2013;9;16;0;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Phoca groenlandica Erxleben, 1777;2434802;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Pagophilus;Phoca groenlandica;0;MT410955;Phoca_groenlandica_DM1132.fasta
PreservedSpecimen;DM1133;C77;Stribet delfin;Striped dolphin;Stenella coeruleoalba;Ethanol;Muscle;Natural History Museum of Denmark;0;0;0;0;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Stenella coeruleoalba (Meyen, 1833);5220055;Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Stenella;Stenella coeruleoalba;0;MT410956;Stenella_coeruleoalba_DM1133.fasta
PreservedSpecimen;DM1134;MCE1102;Nordlig døgling;Northern bottlenose whale;Hyperoodon ampullatus;Ethanol;Muscle;Natural History Museum of Denmark;0;0;0;0;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Hyperoodon ampullatus (Forster, 1770);5220013;Animalia;Chordata;Mammalia;Cetacea;Hyperoodontidae;Hyperoodon;Hyperoodon ampullatus;0;MT410957;Hyperoodon_ampullatus_DM1134.fasta
PreservedSpecimen;DM1135;CN11X;Pukkelhval;Humpback whale;Megaptera novaeangliae;Ethanol;Muscle;Natural History Museum of Denmark;0;0;0;0;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Megaptera novaeangliae (Borowski, 1781);5220086;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Megaptera;Megaptera novaeangliae;0;#N/A;Megaptera_novaeangliae_DM1135.fasta
PreservedSpecimen;DM1136;M15249;Bisamrotte;Muskrat;Ondatra zibethicus;Ethanol;Muscle;Natural History Museum of Denmark;2000;11;7;0;Denmark;DK;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Ondatra zibethicus (Linnaeus, 1766);5219858;Animalia;Chordata;Mammalia;Rodentia;Cricetidae;Ondatra;Ondatra zibethicus;0;#N/A;Ondatra_zibethicus_DM1136.fasta
PreservedSpecimen;DM1137;CN1417;Elg;Eurasian elk;Alces alces;Dried;Bone;Natural History Museum of Denmark;1930;12;14;Sten Christensen;Sverige;S;Smaalands Rydaholm;Area, Coordinate from google maps;56.986213;14.307047;0;0;Alces alces (Linnaeus, 1758);2440940;Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Alces;Alces alces;0;MT483645;Alces_alces_DM1137.fasta
PreservedSpecimen;DM1138;CN1481;Elg;Eurasian elk;Alces alces;Dried;Skin;Natural History Museum of Denmark;1932;10;10;Dr. B. Benzon;Sverige;S;Rydaholm, Småland;Area, Coordinate from google maps;56.986213;14.307047;0;0;Alces alces (Linnaeus, 1758);2440940;Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Alces;Alces alces;0;#N/A;Alces_alces_DM1138.fasta
PreservedSpecimen;DM1139;CN140;Krondyr;Red deer;Cervus elaphus;Dried;Skin;Natural History Museum of Denmark;1865;1;23;Jægermester Olsen;Denmark;DK;Mejlgaard, Grenå;Area, Coordinate from google maps;56.50332;10.658599;0;0;Cervus elaphus Linnaeus, 1758;2440958;Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Cervus;Cervus elaphus;0;#N/A;Cervus_elaphus_DM1139.fasta
PreservedSpecimen;DM1140;CN2794;Sika;Sika deer;Cervus nippon;Dried;Skin;Natural History Museum of Denmark;1952;2;15;Kammerherre S. Scavenius;Denmark;DK;Klintholm, Møn;Area, Coordinate from google maps;54.954931;12.472513;0;0;Cervus nippon Temminck, 1838;2440954;Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Cervus;Cervus nippon;0;MT584131;Cervus_nippon_DM1140.fasta
PreservedSpecimen;DM1141;CN1016;Rådyr;Western roe deer;Capreolus capreolus;Dried;Flesh from bones;Natural History Museum of Denmark;1908;12;3;Prof. Jungersen;Denmark;DK;Møen;Area, Coordinate from google maps;54.993986;12.37596;0;0;Capreolus capreolus (Linnaeus, 1758);5220126;Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Capreolus;Capreolus capreolus;0;#N/A;Capreolus_capreolus_DM1141.fasta
PreservedSpecimen;DM1142;CN552;Dådyr;Fallow deer;Dama dama;Dried;Flesh from bones;Natural History Museum of Denmark;Før 1961;0;0;?før 1961;Denmark;DK;Dyrhaven;Area, Coordinate from google maps;55.802348;12.569027;0;0;Dama dama (Linnaeus, 1758);5220136;Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Dama;Dama dama;0;#N/A;Dama_dama_DM1142.fasta
PreservedSpecimen;DM1190;ZMUCR82140;Løgfrø;Common spadefoot toad;Pelobates fuscus;Ethanol;Muscle;Natural History Museum of Denmark;1996;4;26;Kåre Fos;Denmark;DK;Tulstrup grusgrav, øst for Tulstrup, NV for Hillerød;Exact;55.95821;12.24076;0;A. Tofte;Pelobates fuscus (Laurenti, 1768);2430567;Animalia;Chordata;Amphibia;Anura;Pelobatidae;Pelobates;Pelobates fuscus;0;MT410942;Pelobates_fuscus_DM1190.fasta
PreservedSpecimen;DM1191;ZMUCR851122;Butsnudet frø;Common frog;Rana temporaria;Ethanol;Muscle;Natural History Museum of Denmark;2016;8;30;Morten Larsen;Denmark;DK;Holmegaard mose, Sjælland;Exact;55.286173;11.795474;0;?;Rana temporaria Linnaeus, 1758;2426805;Animalia;Chordata;Amphibia;Anura;Ranidae;Rana;Rana temporaria;0;MT483700;Rana_temporaria_DM1191.fasta
PreservedSpecimen;DM1192;ZMUCR851141;Springfrø;Agile frog;Rana dalmatina;Ethanol;Muscle;Natural History Museum of Denmark;2018;5;9;Peter Rask Møller;Denmark;DK;Åmosen, Vestsjælland, Danmark;Exact;55.576456;11.251935;0;Daniel Johansson;Rana dalmatina Fitzinger, 1839;2426760;Animalia;Chordata;Amphibia;Anura;Ranidae;Rana;Rana dalmatina;0;#N/A;Rana_dalmatina_DM1192.fasta
PreservedSpecimen;DM1193;ZMUCR25323;Europæisk sumpskildpadde;European pond turtle;Emys orbicularis;Ethanol;Muscle;Natural History Museum of Denmark;1896;3;9;0;Denmark;DK;Zoologisk Have, Roskildevej 32, København;Exact;55.672554;12.521337;0;0;Emys orbicularis (Linnaeus, 1758);8909809;Animalia;Chordata;Reptilia;Testudines;Emydidae;Emys;Emys orbicularis;0;#N/A;Emys_orbicularis_DM1193.fasta
PreservedSpecimen;DM1194;ZMUCR25218;Europæisk sumpskildpadde;European pond turtle;Emys orbicularis;Ethanol, fixated with formalin;Muscle;Natural History Museum of Denmark;1961;4;25;R. Skovgaard;Grækenland;0;Trikala, Tersalien, Grækenland;Exact;39.556541;21.76748;0;0;Emys orbicularis (Linnaeus, 1758);8909809;Animalia;Chordata;Reptilia;Testudines;Emydidae;Emys;Emys orbicularis;0;MT410948;Emys_orbicularis_DM1194.fasta
PreservedSpecimen;DM1195;ZMUCR2109;Læderskildpadde ;Leatherback sea turtle;Dermochelys coriacea;Ethanol;Muscle;Natural History Museum of Denmark;1870;9;21;Riise;Torzola;0;0;Coordinate missing;56.019094;10.449945;Coordinat missing;0;Dermochelys coriacea (Vandelli, 1761);9789983;Animalia;Chordata;Reptilia;Testudines;Dermochelyidae;Dermochelys;Dermochelys coriacea;0;#N/A;Dermochelys_coriacea_DM1195.fasta
PreservedSpecimen;DM1196;ZMUCR2116;Læderskildpadde ;Leatherback sea turtle;Dermochelys coriacea;Ethanol, fixated with formalin;Tooth from oesophagus;Natural History Museum of Denmark;2015;8;8;Daniel Johansson;Denmark;DK;Påø strand, Langeland;Exact;54.839695;10.782171;0;0;Dermochelys coriacea (Vandelli, 1761);9789983;Animalia;Chordata;Reptilia;Testudines;Dermochelyidae;Dermochelys;Dermochelys coriacea;0;#N/A;Dermochelys_coriacea_DM1196.fasta
PreservedSpecimen;DM1197;0;Balkan latterfrø;Balkan frog;Pelophylax kurtmuelleri;Fresh;Muscle;Natural History Museum of Denmark;2018;6;18;Peter Gravlund;Denmark;DK;Fælledparken, Copenhagen, Denmark;Exact;55.704142;12.566297;0;Peter Gravlund & Peter Rask Møller;Pelophylax kurtmuelleri (Gayda, 1940);2426650;Animalia;Chordata;Amphibia;Anura;Ranidae;Pelophylax;Pelophylax kurtmuelleri;0;MT410949;Pelophylax_kurtmuelleri_DM1197.fasta
PreservedSpecimen;DM1419;ZMUCP2396914;Fregatmakrel;Bullet tuna;Auxis rochei;Frozen;Muscle;Natural History Museum of Denmark;0;0;0;0;0;0;0;0;0;0;0;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Auxis rochei (Risso, 1810);4286088;Animalia;Chordata;Actinopterygii;Perciformes;Scombridae;Auxis;Auxis rochei;0;0;Auxis_rochei_DM1419.fasta
PreservedSpecimen;DM1420;ZMUCP2396915;Lange;Ling;Molva molva;Frozen;Muscle;Natural History Museum of Denmark;0;0;0;0;0;0;0;0;0;0;0;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Molva molva (Linnaeus, 1758);5214880;Animalia;Chordata;Actinopterygii;Gadiformes;Lotidae;Molva;Molva molva;0;0;Molva_molva_DM1420.fasta
PreservedSpecimen;DM1421;ZMUCP2396916;Ålekvabbe;Eelpout;Zoarces viviparus;Frozen;Muscle;Natural History Museum of Denmark;0;0;0;0;0;0;0;0;0;0;0;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Zoarces viviparus (Linnaeus, 1758);2381013;Animalia;Chordata;Actinopterygii;Perciformes;Zoarcidae;Zoarces;Zoarces viviparus;0;0;Zoarces_viviparus_DM1421.fasta
PreservedSpecimen;DM1422;ZMUCP2396917;Savgylte;Corkwing wrasse;Symphodus melops;Frozen;Muscle;Natural History Museum of Denmark;0;0;0;0;0;0;0;0;0;0;0;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Symphodus melops (Linnaeus, 1758);2383978;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Symphodus;Symphodus melops;0;0;Symphodus_melops_DM1422.fasta
PreservedSpecimen;DM1423;ZMUCP2396918;Græskarpe;Grass carp;Ctenopharyngodon idella;Frozen;Muscle;Natural History Museum of Denmark;0;0;0;0;0;0;0;0;0;0;0;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Ctenopharyngodon idella (Valenciennes, 1844);2362030;Animalia;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Ctenopharyngodon;Ctenopharyngodon idella;0;0;Ctenopharyngodon_idella_DM1423.fasta
PreservedSpecimen;DM1424;ZMUCP2396919;Karpe;Carp;Cyprinus carpio;Frozen;Muscle;Natural History Museum of Denmark;0;0;0;0;0;0;0;0;0;0;0;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Cyprinus carpio Linnaeus, 1758;4286975;Animalia;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Cyprinus;Cyprinus carpio;0;0;Cyprinus_carpio_DM1424.fasta
PreservedSpecimen;DM1425;ZMUCP2396920;Havbars;European seabass;Dicentrarchus labrax;Frozen;Muscle;Natural History Museum of Denmark;0;0;0;0;0;0;0;0;0;0;0;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Dicentrarchus labrax (Linnaeus, 1758);2394622;Animalia;Chordata;Actinopterygii;Perciformes;Moronidae;Dicentrarchus;Dicentrarchus labrax;0;0;Dicentrarchus_labrax_DM1425.fasta
PreservedSpecimen;DM1426;ZMUCP2396921;Regnløje;Sunbleak;Leucaspius delineatus;Frozen;Muscle;Natural History Museum of Denmark;0;0;0;0;0;0;0;0;0;0;0;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Leucaspius delineatus (Heckel, 1843);2362881;Animalia;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Leucaspius;Leucaspius delineatus;0;0;Leucaspius_delineatus_DM1426.fasta
PreservedSpecimen;DM1427;ZMUCP2396923;Glyse;Poor cod;Trisopterus minutus;Frozen;Muscle;Natural History Museum of Denmark;0;0;0;0;0;0;0;0;0;0;0;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Trisopterus Rafinesque, 1814;2415905;Animalia;Chordata;Actinopterygii;Gadiformes;Gadidae;Trisopterus;Trisopterus minutus;0;0;Trisopterus_minutus_DM1427.fasta
PreservedSpecimen;DM1428;ZMUCP2396924;Murrays knurulk;Moustache sculpin;Triglops murrayi;Frozen;Muscle;Natural History Museum of Denmark;0;0;0;0;0;0;0;0;0;0;0;Henrik Carl/Peter Rask Møller/Marcus Anders Krag;Triglops murrayi Günther, 1888;2334048;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Cottidae;Triglops;Triglops murrayi;0;0;Triglops_murrayi_DM1428.fasta
PreservedSpecimen;DM159;NHMD-75018;Koraldyr;Sea anemone;Edwardsia danica;Likely formalin fixated then ethanol;Half of the animal;Natural History Museum of Denmark;.;.;.;.;Denmark;DK;Lillebælt, off Lyngs Odde, East Boreal;Coordinate from google maps;55.514898;9.743701;0;0;Edwardsia danica Carlgren, 1921;5184029;Animalia;Cnidaria;Anthozoa;Actiniaria;Edwardsiidae;Edwardsia;Edwardsia danica;0;#N/A;Edwardsia_danica_DM159.fasta
PreservedSpecimen;DM160;NHMD-75238;Koraldyr;Coloneal sea anemone;Isozoanthus sulcatus;Likely formalin fixated then ethanol;Half of the animal;Natural History Museum of Denmark;.;.;.;.;Denmark;DK;Limfjorden, East Boreal;Coordinate from google maps;56.931797;9.035453;0;0;Isozoanthus sulcatus Gosse, 1860;2258042;Animalia;Cnidaria;Anthozoa;Zoantharia;Parazoanthidae;Isozoanthus;Isozoanthus sulcatus;0;#N/A;Isozoanthus_sulcatus_DM160.fasta
PreservedSpecimen;DM693;0;Almindelig vandmand;Moon jelly;Aurelia aurita;0;DNA extraction of specimen;Natural History Museum of Denmark;0;0;0;S. W. Knudsen, NHMD;Denmark;DK;Gedser Harbour, Denmark;Area, Coordinate from google maps;54.573868;11.926448;0;0;Aurelia aurita (Linnaeus, 1758);2264442;Animalia;Cnidaria;Scyphozoa;Semaeostomeae;Ulmaridae;Aurelia;Aurelia aurita;0;#N/A;Aurelia_aurita_DM693.fasta
PreservedSpecimen;DM674;K-0332;Rhodomonas cf baltica ;Rhodomonas cf baltica ;Rhodomonas baltica;Media;Centrifuget pellet;Natural History Museum of Denmark;.;.;.;Gert Hansen;Denmark;DK;Southern Kattegat, Bouy St.;Area, Coordinate from google maps;55.813525;10.870285;0;Gert Hansen;Rhodomonas baltica Karsten;5424015;Chromista;Cryptophyta;Cryptophyceae;Pyrenomonadales;Pyrenomonadaceae;Rhodomonas;Rhodomonas baltica;0;#N/A;Rhodomonas_baltica_DM674.fasta
PreservedSpecimen;DM701;0;Amerikansk ribbegople;Sea walnut;Mnemiopsis leidyi;0;DNA extraction of specimen;Natural History Museum of Denmark;0;0;0;Syddansk Universitet, Florian Lüskow;Denmark;DK;outside Kerteminde;Area, Coordinate from google maps;55.456425;10.671918;0;0;Mnemiopsis leidyi A.Agassiz, 1865;2501248;Animalia;Ctenophora;Tentaculata;Lobata;Bolinopsidae;Mnemiopsis;Mnemiopsis leidyi;0;#N/A;Mnemiopsis_leidyi_DM701.fasta
PreservedSpecimen;DM677;K-1822;Nodularia sp. ;Nodularia sp. ;Nodularia sp. ;Media;Centrifuget pellet;Natural History Museum of Denmark;0;0;0;Nina Lundholm?;Denmark;DK;0;Coordinate missing;56.019094;10,449945;Coordinat missing;Nina Lunholm;Nodularia sp. (in: Bacteria);0;Bacteria;Cyanobacteria;NA (Cyanobacteria);Nostocales;Aphanizomenonaceae;Nodularia;Nodularia sp. ;0;#N/A;Nodularia_DM677.fasta
PreservedSpecimen;DM671;K-0333;Eutreptiella gymnastica ;Eutreptiella gymnastica ;Eutreptiella gymnastica;Media;Centrifuget pellet;Natural History Museum of Denmark;1988;11;8;Gert Hansen;Denmark;DK;Southern Kattegat, Bouy St.;Area, Coordinate from google maps;55.813525;10.870285;0;Gert Hansen;Eutreptiella gymnastica Throndsen, 1969;3210216;Protozoa;Euglenozoa;Euglenoidea;Eutreptiida;Eutreptiaceae;Eutreptiella;Eutreptiella gymnastica;0;#N/A;Eutreptiella_gymnastica_DM671.fasta
PreservedSpecimen;DM672;K-1104;Isochrysis sp.;Isochrysis sp.;Isochrysis sp.;Media;Centrifuget pellet;Natural History Museum of Denmark;2005;5;24;Ellegaard, M.;Denmark;DK;Mariager Fjord (Dybet), Jylland;Area, Coordinate from google maps;56.673684;9,998181;0;Lundholm, N & Moestrup, Ø.;Isochrysis Parke, 1949;3202305;Chromista;Haptophyta;Prymnesiophyceae;Isochrysidales;Isochrysidaceae;Isochrysis;Isochrysis sp.;0;0;Isochrysis_DM672.fasta
PreservedSpecimen;DM673;K-0081;Prymnesium parvum ;Prymnesium parvum ;Prymnesium parvum;Media;Centrifuget pellet;Natural History Museum of Denmark;1985;5;29;Sørensen, Aa.;Denmark;DK;Flade Sø, Thy, Jylland;Area, Coordinate from google maps;56.797742;8.25748;0;Nina Lunholm;Prymnesium parvum N.Carter;7513065;Chromista;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Prymnesium;Prymnesium parvum;0;#N/A;Prymnesium_parvum_DM673.fasta
PreservedSpecimen;DM116;C-M-9928;Almindelig gaffelløv;Forked veilwort;Metzgeria furcata;Dried;Part of moss;Natural History Museum of Denmark;1972;10;31;0;Denmark;DK;Bornholm, Vang, Ringedalen;Coordinate from google maps;55.245042;14.736605;0;Kjeld Holmen;Metzgeria furcata (L.) Corda;8250334;Plantae;Marchantiophyta;Jungermanniopsida;Metzgeriales;Metzgeriaceae;Metzgeria;Metzgeria furcata;0;#N/A;Metzgeria_furcata_DM116.fasta
PreservedSpecimen;DM398;0;Stor mosesnegl;Great pond snail;Lymnaea stagnalis;Ethanol;Part of foot;Natural History Museum of Denmark;2018;4;12;Anna-Sofie Steensgaard;Denmark;DK;Vestamager;Area, Coordinate from google maps;55.637329;12.565926;0;Anna-sofie Stensgaard;Lymnaea stagnalis (Linnaeus, 1758);2291253;Animalia;Mollusca;Gastropoda;NA (Gastropoda);Lymnaeidae;Lymnaea;Lymnaea stagnalis;0;#N/A;Lymnaea_stagnalis_DM398.fasta
PreservedSpecimen;DM399;0;Lille mosesnegl;Marsh pond-snail;Stagnicola palustris;Ethanol;Part of foot;Natural History Museum of Denmark;2018;4;12;Anna-Sofie Steensgaard;Denmark;DK;Vestamager;Area, Coordinate from google maps;55.637329;12.565926;0;Anna-sofie Stensgaard;Stagnicola palustris (O.F.Müller, 1774);5778354;Animalia;Mollusca;Gastropoda;NA (Gastropoda);Lymnaeidae;Stagnicola;Stagnicola palustris;0;#N/A;Stagnicola_palustris_DM399.fasta
PreservedSpecimen;DM400;0;Almindelig mosesnegl;Wandering pond snail;Radix peregra;Ethanol;Part of foot;Natural History Museum of Denmark;2018;4;12;Anna-Sofie Steensgaard;Denmark;DK;Vestamager;Area, Coordinate from google maps;55.637329;12.565926;0;Anna-sofie Stensgaard;Radix peregra (Müller, 1774);5189887;Animalia;Mollusca;Gastropoda;NA (Gastropoda);Lymnaeidae;Peregriana;Radix peregra;0;#N/A;Radix_peregra_DM400.fasta
